ID,StartDate,EndDate,Finished,gender,sexuality,white,black,native,asian,hispanic,multi,other,socialsci,natphysci,stem,artshum,otherstudy,gpa,fraternity,sorority,geninclus,nogreek,legacy,income,finanaid,athlevel,ideology,party,clinton,sanders,trump,vote,debt,loans,loansamt,ploans,ploansamt,sateduc,satintvol,satoffterm,housing,sexassault,greeklife,Phjob,admin,BLM,divest,theD,review,alcohol,drugs,sex,sleep,bema,centergreen,preslawn,tophop,stepshall,fiftyyard,stacks,sevennone,lous,ledyard,decade,challnone,homcome,wintercar,greenkey,sophsum,docfirst,gradstate,gradplans,gradwork,gradsalary,tenyears
R_3ER6JT9iwzc69ka,5/31/2016 16:18,5/31/2016 16:22,1,1,1,,,,,1,,,1,,,,,3,1,,,,2,2,1,1,4,6,5,5,5,4,2,2,,2,,2,2,2,4,5,5,5,5,5,4,4,2,1,1,1,9,,,,,,,,1,,,,1,1,4,3,2,5,49,2,12,7,12
R_3PQNSlRR0rEYTUj,5/31/2016 16:26,5/31/2016 16:29,1,1,1,1,,,,,,,,,1,,,3,1,,,,1,8,2,3,3,4,3,4,5,1,2,2,,2,,1,1,1,2,3,5,5,5,3,4,5,4,5,5,5,9,1,,,,,,,,1,1,,,3,5,2,1,4,21,2,5,4,5
R_2tnAzH6QQwWgDJ8,5/31/2016 16:42,5/31/2016 16:45,1,1,1,,,,1,,,,,,1,,,1,1,,,,2,7,2,1,1,1,3,1,5,1,2,2,,2,,1,1,1,5,3,5,4,5,2,3,5,5,4,1,3,8,,,,,,,1,,,,,1,4,5,3,1,2,5,2,5,6,5
R_3iUslvvdPkgeHST,5/31/2016 16:57,5/31/2016 17:07,1,2,1,,,1,,,,,1,,,,,8,,1,1,,2,3,1,3,3,5,5,2,5,5,2,2,,2,,2,3,1,4,1,3,5,5,3,2,3,5,4,3,2,6,,,,,,,,1,1,,,,2,5,4,1,3,36,4,13,7,8
R_QicTpuSr25TrIzL,5/31/2016 17:07,5/31/2016 17:11,1,1,1,1,,,,,,,,,1,,,4,,,1,,2,8,2,4,2,1,3,2,5,1,2,2,,2,,1,1,3,2,2,2,2,4,1,2,3,5,3,1,2,7,,,,,,,,1,,,,1,1,2,5,4,3,29,8,13,7,1
R_2CNeoW1XPiRz9hw,5/31/2016 16:16,5/31/2016 17:20,1,1,1,1,,,,,,,1,,1,1,,2,1,,,,2,4,1,2,2,2,2,1,5,1,1,1,"30,000",2,,1,1,1,2,2,3,3,3,1,1,2,5,5,4,4,8,,,,,,,,1,1,,,,2,5,1,3,4,52,2,3,5,13
R_25T4gYgXNCBNNHv,5/31/2016 17:24,5/31/2016 17:28,1,2,1,1,,,,,,,,1,,,,1,,,,1,2,3,1,2,1,3,3,2,5,1,2,2,,2,,1,2,2,3,3,3,4,4,3,2,3,3,2,1,1,8,,,,,,,,1,,,,1,3,4,5,1,2,5,1,14,8,1
R_3sA3nBOjLZlTZ7v,5/31/2016 16:04,5/31/2016 17:37,1,1,1,1,,,,,,,1,,,,,2,1,,,,2,8,2,3,3,2,4,5,5,1,1,2,,1,,2,1,2,4,3,5,4,4,4,3,2,3,5,3,1,7,,,,,,,,1,1,1,,,4,5,2,1,3,32,2,4,5,10
R_ByNdLDZIrR5mVb3,5/31/2016 17:54,5/31/2016 18:00,1,2,1,,,,1,,,,1,,,1,,2,,1,,,2,5,1,2,2,2,1,1,5,1,1,1,7441,2,,2,2,1,3,3,4,4,4,3,4,5,5,4,1,2,7,,,,,,,,1,1,,,,2,5,1,4,3,13,2,12,4,9
R_u3PeoCJHEO4Pfln,5/31/2016 17:59,5/31/2016 18:02,1,2,1,,,,,1,,,,1,,1,,2,,,1,,2,1,1,4,2,1,4,1,5,3,1,1,"7,000",2,,2,2,2,4,3,4,5,4,1,1,3,5,3,1,4,7,,,,,,,,1,1,,,,4,3,2,1,5,29,4,8,2,8
R_1OCuis5z06tYig4,5/31/2016 18:07,5/31/2016 18:10,1,2,1,,,,1,,,,,1,,,,2,,,,1,2,5,2,4,2,3,2,2,5,1,2,2,,2,,1,1,1,2,2,2,2,2,2,1,2,4,1,1,1,7,,,,,,,,1,1,,,,3,4,5,1,2,21,1,8,8,8
R_qDGdVrRyzdnxFSh,5/31/2016 18:41,5/31/2016 18:44,1,2,1,1,,,,,,,,,,1,,1,,1,,,2,5,2,2,2,1,2,1,5,1,2,2,,2,,1,2,2,3,5,4,3,4,2,2,4,5,5,1,4,8,1,,,1,1,,,,,1,,,1,2,3,5,4,5,2,10,4,10
R_1M5nnOEGqeT9ByI,5/31/2016 20:00,5/31/2016 20:04,1,1,2,1,,,,,,,1,,,,,4,1,,,,1,8,2,1,2,1,1,2,5,1,2,2,,2,,2,4,2,4,2,4,3,5,3,3,1,4,5,1,1,8,,,,,,,,1,1,,,,1,4,3,5,2,5,8,13,7,9
R_2xYkaIAHfAkyC4h,5/31/2016 20:01,5/31/2016 20:10,1,2,1,1,,,,,,,1,,,,,1,,1,,,2,7,2,4,4,7,5,5,4,2,2,2,,2,,2,5,2,5,3,5,5,5,5,5,4,1,5,4,3,8,,,1,1,1,1,1,,1,,1,,3,5,2,1,4,,8,,8,12
R_3m2EZAIWBQpyVs0,5/31/2016 20:26,5/31/2016 20:29,1,2,1,,1,,,,,,1,,,,,5,,1,,,2,3,1,1,2,2,2,1,5,4,2,2,,2,,2,2,1,5,3,5,2,4,4,3,3,3,5,4,4,8,,,,,,,,1,,1,1,,3,4,2,1,5,52,2,3,3,13
R_UW4iAa2HkfetEWd,5/31/2016 20:56,5/31/2016 21:01,1,1,1,1,,,,,,,1,,,,,2,1,,,,1,6,2,1,3,3,2,4,5,1,2,2,,1,,2,3,1,5,3,5,5,5,5,2,3,3,5,1,2,9,,,,,,,,1,,,,1,4,5,3,1,2,21,2,3,5,3
R_1C8WwgTRZaVe46r,5/31/2016 21:13,5/31/2016 21:20,1,2,1,1,,,,,,,1,,,,,2,,1,,,2,4,2,3,3,4,4,4,5,5,2,2,,2,,1,1,1,2,3,4,3,4,3,3,4,4,4,1,4,8,,,,,,,,1,1,1,,,3,5,4,1,2,52,2,3,6,2
R_3PvmIbWmwtvrvhc,5/31/2016 21:48,5/31/2016 21:55,1,1,1,1,,,,,,,,,1,,,2,1,,,,2,4,2,1,2,3,3,3,5,4,2,2,,1,Don't know,1,2,2,3,2,4,2,4,3,3,2,2,4,2,5,9,,,1,,,,1,,,1,,,5,2,4,3,1,29,1,5,8,5
R_a4YvpjGTtxfaYWl,5/31/2016 22:02,5/31/2016 22:08,1,2,1,1,,1,,,,,1,,,,,2,,1,,,2,4,1,4,4,5,2,5,5,1,1,1,28000,2,,2,2,2,4,4,5,4,4,3,3,4,3,5,,5,9,1,1,,,1,,1,,1,1,,,3,5,1,2,4,32,2,4,5,4
R_AFeSxSlrN4GRwDD,5/31/2016 22:12,5/31/2016 22:17,1,2,1,,,,1,,,,,1,,,,3,,1,,,2,6,2,4,3,3,2,2,4,5,2,2,,2,,2,2,1,,,,,,,,,,3,1,3,7,,,,,,,,1,1,,,,3,4,1,2,5,18,1,8,1,8
R_3r2QwNINTINgsCO,5/31/2016 23:25,5/31/2016 23:33,1,1,1,,,,,1,1,,1,,,1,,5,1,,,,2,4,2,3,3,5,5,3,5,5,2,2,,2,,2,2,1,4,3,4,2,4,5,3,4,3,4,2,5,7,,,,,,,,1,1,,,,5,3,4,1,2,32,2,4,7,6
R_3PdA07IyThBX3Pj,6/1/2016 0:22,6/1/2016 0:27,1,1,1,1,,,,,,,,,,1,,3,1,,,,2,7,2,2,4,5,4,5,2,2,2,2,,2,,1,4,1,5,2,5,5,4,5,4,2,2,3,5,5,7,1,,1,,,1,1,,1,,,,2,4,1,3,5,32,2,4,5,4
R_0O0FHSaYz1KjWal,6/1/2016 10:24,6/1/2016 10:28,1,2,1,1,,,,,,,,,,1,,3,,,,1,1,7,2,1,4,6,5,5,5,5,2,2,,2,,1,1,1,4,3,4,4,4,4,3,3,4,5,1,3,8,,,,,,,,1,,,,1,3,5,1,4,2,43,1,,1,6
R_1eDFfkzWXpA3zlD,6/1/2016 10:32,6/1/2016 10:34,1,2,1,1,,,,,,,,,,1,,2,,1,,,2,8,2,4,3,5,2,3,5,5,1,2,,1,,1,1,1,5,3,4,4,5,5,5,1,4,5,5,4,9,,,,,,,,1,1,1,,,5,3,4,1,2,35,1,8,7,8
R_1Hc4DRfHvLRl8v0,6/1/2016 12:42,6/1/2016 12:45,1,1,1,,,,1,,,,1,,1,,,1,1,,,,2,4,1,2,2,3,2,2,5,1,1,2,,1,,2,1,1,3,3,3,4,4,3,2,3,4,3,2,4,8,1,,,,,,1,,1,,,,2,4,3,1,5,32,2,4,5,11
R_ufBQiOga9rgB7ep,6/1/2016 13:17,6/1/2016 13:21,1,1,1,,,,1,,,,,,1,,,5,,,,1,2,3,1,4,1,1,2,2,5,1,2,2,,2,,4,5,1,2,1,1,2,3,2,3,2,4,4,2,1,8,,,,,,,,1,,,,1,4,3,2,1,5,21,2,5,5,1
R_3MDlYHT4GXs00pn,6/1/2016 19:44,6/1/2016 19:50,1,1,1,1,,,,,,,,,1,,,5,1,,,,2,6,2,3,1,3,2,1,5,1,2,2,,2,,1,2,1,3,4,5,3,5,4,3,2,3,5,2,3,7,,,,,,,,1,1,1,,,2,5,4,1,3,49,2,5,4,5
R_2aKVCkz7lUoZIMe,5/29/2016 18:42,5/29/2016 18:45,0,2,1,1,1,,,,,,1,,,,,5,,,,1,2,3,1,1,2,3,2,4,5,1,1,1,"30,000",2,,1,3,4,2,,3,3,3,3,3,4,4,3,1,5,8,,,,,,,,1,1,,,,3,4,1,2,5,,,,,
R_esonL5wBoAK3kdj,5/29/2016 16:41,5/29/2016 16:44,0,2,1,,,,1,,,,1,,,,,2,,,,1,2,2,1,4,2,1,3,2,5,1,1,1,,,,2,1,1,2,2,2,4,5,3,2,4,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
R_2EmBbadQCF7jk2m,5/29/2016 16:11,5/29/2016 16:14,0,1,1,,,,,1,,,1,,,,,2,1,,,,2,4,1,3,2,1,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_vOhwijuTMTEtgsh,5/30/2016 19:38,5/30/2016 19:40,0,1,1,1,,,,,,,,,1,,,2,,,,1,1,5,2,1,3,4,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_s5KuISOedAUVJpn,5/29/2016 21:17,5/29/2016 21:18,0,2,1,,1,,,,,,,,,1,,4,,,,1,2,5,1,1,2,3,5,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1r8LrjeXVPtEOqd,5/27/2016 16:33,5/27/2016 16:34,0,1,1,1,,,,,,,1,,,,,2,1,,,,1,8,2,4,4,4,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_33r0JobzRtTG2EO,5/29/2016 15:58,5/29/2016 15:59,0,2,1,,,,1,,,,,,1,,,2,,,,1,2,5,2,4,4,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Qer6Feeu9NN81b,5/28/2016 13:48,5/28/2016 13:49,0,2,1,1,,,,,,,,1,,,,,,1,,,2,7,2,2,2,3,2,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2PjlHXINJePywqS,5/29/2016 23:08,5/29/2016 23:12,0,2,1,,1,,,,1,,1,,,1,,2,,,,1,2,2,1,4,1,1,4,2,5,5,1,1,"$3,800 ",2,,2,1,1,4,4,3,5,5,1,1,5,5,4,1,3,8,,,,,,,,1,,,,,,,,,,,,,,
R_2YLdlwAFo9SUhTg,5/27/2016 18:43,5/27/2016 18:44,0,1,1,,,,1,,,,1,,,,,2,1,,,,2,4,1,1,4,5,4,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1i4pUSptd5cuAgJ,5/27/2016 15:09,5/31/2016 14:17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_216zlTmo41pCWp0,5/31/2016 15:10,5/31/2016 15:12,0,1,2,1,,,,,,,,,,1,,1,,,,1,2,3,1,2,1,1,4,1,5,1,1,1,"$17,000.00 ",2,,1,1,1,3,3,1,3,3,3,3,2,5,3,1,5,8,,,,,,,1,,,,,1,3,4,5,1,2,,,,,
R_3ye6ZpsDq1Jo0Tf,5/27/2016 16:31,5/27/2016 16:33,0,1,1,,,,1,,,,,,1,,,,,,,1,2,2,1,4,2,2,2,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_OPSLAAYo1snmk25,5/29/2016 10:19,5/29/2016 10:20,0,2,1,1,,,,,,,1,,,,,2,,1,,,1,8,2,1,3,6,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3I9mj3yPtaWG3oz,5/27/2016 16:25,5/27/2016 16:26,0,2,1,1,,,,,,,,,1,,,2,,1,,,1,7,2,3,2,2,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1JXgFoYGtVa76wB,5/29/2016 15:31,5/29/2016 17:02,0,2,1,1,,,,,,,1,,,1,,2,,1,,,2,4,1,4,2,2,1,2,5,1,2,2,,2,,1,2,1,2,2,4,3,4,1,1,1,5,5,4,4,8,,,,,,,,1,1,,1,,4,5,3,1,2,,,,,
R_2AYzNfiILRdX28q,5/27/2016 15:34,5/27/2016 15:36,0,2,2,1,,,,,,,1,,,,,2,,,1,,1,7,2,4,1,3,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_xyAJLIOsgobWVr3,5/27/2016 16:44,5/27/2016 16:46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2aelwIAhmhr6JGV,5/31/2016 14:21,5/31/2016 14:24,0,2,4,,,,1,,,,,1,,,,4,,1,,,2,1,1,4,1,1,4,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_WuqPUeVEWNEHRAZ,5/28/2016 15:18,5/28/2016 15:19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1kH3dscUZwrzaQq,5/30/2016 12:23,5/30/2016 12:26,0,1,1,1,,,,,,,1,,,,,2,1,,,,2,4,2,3,2,2,1,4,5,1,2,2,,2,,1,1,1,2,2,2,3,4,2,3,3,3,4,1,4,8,1,1,,,1,,1,,,1,,,3,5,2,4,1,,,,,
R_3ez6QzfQ6ehM7OG,5/31/2016 21:17,5/31/2016 21:24,0,2,1,,,,1,,,,,,1,,,3,,,,1,2,2,1,4,1,3,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_24l7v91WCA6xi4u,5/28/2016 11:21,5/28/2016 11:23,0,2,1,1,,,,,,,,,1,,,2,,1,,,2,8,2,2,4,6,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_O7oKPOeEKCWbDnr,5/27/2016 17:50,5/27/2016 17:52,0,1,1,1,,,,,,,,1,,,,1,,,,1,1,5,2,3,3,4,4,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_27BvDzaWH7PGa98,5/31/2016 16:06,5/31/2016 16:08,0,2,1,1,,,,,,,,,1,,,2,,,,1,2,4,1,3,3,6,4,3,5,5,2,2,,1,,2,2,1,5,3,3,3,3,5,3,3,3,1,1,1,8,,,,,,,,1,,,,1,3,4,5,2,1,,,,,
R_1ff6KJPSE6ZiBDV,5/27/2016 16:50,5/27/2016 16:53,0,2,1,,,,1,,,,,,1,,,4,,,,1,2,3,1,4,1,4,2,2,5,4,2,2,,2,,2,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
R_24qlh5vWQGaUJzX,5/29/2016 16:54,5/29/2016 16:56,0,1,1,1,,,,,,,1,,1,,,1,1,,,,1,6,2,3,2,1,2,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_yDCo7mUVvf9Irq9,5/29/2016 16:34,5/29/2016 16:36,0,2,1,1,,,,,,,1,,,,,2,,,,1,1,7,2,4,3,4,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5bQm1CoAS2CSxZX,5/29/2016 15:41,5/29/2016 15:50,0,2,1,,,,1,,,,,,,1,,4,,,1,,2,3,1,4,2,1,4,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_32MgkZEbwDDEfxs,5/31/2016 12:27,5/31/2016 12:29,0,2,3,,,,1,,,,1,,,,,1,,,,1,2,2,1,4,2,3,4,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eJsuudN0V1oJMLr,5/29/2016 15:25,5/29/2016 20:19,0,1,1,,1,,,,,,,1,,,,7,,,,1,2,8,1,4,1,1,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2f0OMbHNZHqY17P,5/29/2016 16:02,5/29/2016 16:03,0,2,4,1,,,,,,,,,1,,,1,,1,,,2,7,2,4,1,1,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3lX1gMLvlckHyGt,5/29/2016 16:38,5/29/2016 16:39,0,1,1,,,,,,,1,1,,,,,8,1,,,,2,3,1,1,1,3,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
